transaction_id,amount,hour_of_day,day_of_week,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_amount,is_foreign,is_weekend,velocity_last_hour,is_fraud
303694,70.12,11,2,9,6.0,1.5,0.65,0,0,2,0
303695,33.25,23,3,2,0.6,0.2,1.36,0,0,2,0
303696,45.89,9,5,7,6.5,5.5,0.75,0,1,2,0
303697,97.52,19,6,6,18.6,0.2,1.6,0,1,2,0
303698,43.48,13,3,10,5.3,0.5,0.64,0,0,2,0
303699,25.08,10,6,1,7.2,0.3,0.67,0,1,1,0
303700,61.58,11,2,7,3.1,5.0,0.86,0,0,3,0
303701,14.41,10,1,9,4.0,2.7,0.73,0,0,1,0
303702,15.73,9,0,10,4.8,2.3,1.0,0,0,2,0
303703,21.98,18,5,9,4.8,1.4,0.7,0,1,1,0
303704,23.39,17,1,8,0.0,11.7,1.29,1,0,0,0
303705,43.12,8,0,8,0.1,2.7,0.74,0,0,1,0
303706,35.68,19,0,1,13.1,9.0,1.68,0,0,3,0
303707,14.62,18,1,10,2.2,3.0,1.77,0,0,1,0
303708,21.16,11,1,4,4.9,0.5,0.61,0,0,2,0
303709,20.71,0,4,9,1.5,4.0,1.3,0,0,4,0
303710,28.12,21,6,6,2.1,4.1,1.09,0,1,2,0
303711,8.92,14,2,3,0.4,1.5,1.82,0,0,1,0
303712,6.86,11,3,2,10.1,8.8,1.59,0,0,2,0
303713,20.33,13,4,2,28.8,4.8,1.43,1,0,1,0
303714,127.46,11,5,8,16.9,2.7,3.93,0,1,4,0
303715,14.2,13,2,9,0.0,9.6,0.41,0,0,2,0
303716,60.07,15,3,2,3.1,10.0,1.1,0,0,1,0
303717,18.36,23,3,8,7.2,1.3,0.5,0,0,2,0
303718,87.07,13,3,3,0.5,1.0,2.12,0,0,6,0
303719,78.94,5,5,3,1.6,0.2,2.52,0,1,0,0
303720,19.54,14,4,3,14.1,0.9,1.47,0,0,3,0
303721,8.9,7,0,4,8.1,5.7,1.49,0,0,2,0
303722,90.18,18,5,6,13.4,4.5,0.55,0,1,1,0
303723,29.27,19,6,1,0.4,0.6,0.6,0,1,1,0
303724,24.2,13,4,4,0.6,5.9,0.7,0,0,1,0
303725,12.89,7,4,5,0.7,2.7,2.0,0,0,3,0
303726,286.03,20,0,10,16.2,4.3,1.26,0,0,3,0
303727,110.3,17,3,8,0.3,0.0,0.76,0,0,1,0
303728,5.27,8,3,9,11.4,2.6,1.96,0,0,3,0
303729,57.63,10,6,3,5.5,0.7,0.94,0,1,2,0
303730,47.32,0,0,7,5.1,4.7,0.61,0,0,0,0
303731,26.4,19,2,7,4.2,2.7,0.62,0,0,1,0
303732,19.48,10,5,6,10.1,2.7,0.97,0,1,4,0
303733,19.0,18,3,1,7.4,3.7,1.28,0,0,0,0
303734,57.76,20,1,9,1.9,0.9,0.89,0,0,4,0
303735,1.81,12,3,4,0.9,2.5,0.83,0,0,1,0
303736,22.2,12,0,8,0.6,1.0,0.97,0,0,1,0
303737,26.02,21,1,7,4.2,0.5,0.92,0,0,5,0
303738,62.84,9,2,1,0.5,2.9,1.06,0,0,3,0
303739,18.67,7,6,3,3.7,3.2,1.78,0,1,1,0
303740,12.34,12,5,8,5.9,2.9,0.66,0,1,2,0
303741,57.16,8,4,5,6.5,3.3,1.11,0,0,1,0
303742,75.0,12,3,3,15.4,7.5,1.39,0,0,2,0
303743,20.6,10,1,3,3.0,3.5,1.1,0,0,0,0
303744,30.4,13,5,4,6.1,1.6,1.04,0,1,0,0
303745,45.47,16,1,8,1.8,0.3,0.63,0,0,2,0
303746,29.41,9,1,4,1.2,0.1,0.59,0,0,1,0
303747,15.07,16,4,6,6.8,0.7,1.45,0,0,1,0
303748,23.3,19,2,6,0.8,1.0,0.96,1,0,2,0
303749,81.0,15,4,9,6.0,1.3,0.43,0,0,0,0
303750,5.71,17,6,8,2.6,1.2,1.46,0,1,2,0
303751,27.71,10,5,2,4.4,6.0,1.4,0,1,7,0
303752,69.42,18,6,1,9.5,1.8,1.71,0,1,0,0
303753,27.48,10,0,3,4.0,4.4,0.79,0,0,2,0
303754,3.11,0,0,5,2.6,3.8,0.59,0,0,3,0
303755,67.47,14,0,7,1.0,2.0,1.63,0,0,3,0
303756,41.39,11,2,1,2.8,1.8,0.93,0,0,2,0
303757,59.34,15,6,8,7.9,0.8,1.12,0,1,1,0
303758,40.64,18,6,9,11.3,1.0,1.74,0,1,2,0
303759,36.11,14,6,5,5.6,1.6,0.4,0,1,7,0
303760,70.15,1,3,10,1.4,2.0,0.42,0,0,1,0
303761,22.87,12,0,2,0.4,0.3,0.59,0,0,2,0
303762,89.57,7,3,6,6.6,3.1,0.92,0,0,4,0
303763,88.05,15,6,7,0.4,1.7,0.78,1,1,2,0
303764,4.63,15,2,6,7.4,3.4,0.98,0,0,2,0
303765,281.76,22,4,5,0.3,0.5,0.89,0,0,3,0
303766,166.62,0,5,2,13.4,17.5,3.76,1,1,8,1
303767,95.26,20,1,8,7.2,3.7,0.44,0,0,2,0
303768,37.19,3,3,8,52.6,13.2,3.28,0,0,10,1
303769,102.16,12,1,10,0.7,0.6,1.2,0,0,1,0
303770,41.53,10,4,10,1.3,3.2,1.28,0,0,2,0
303771,10.8,8,0,4,8.5,2.3,0.72,0,0,2,0
303772,118.62,17,2,2,6.1,0.7,0.91,0,0,3,0
303773,5.08,10,2,3,0.5,10.6,1.74,0,0,0,0
303774,86.17,22,0,6,4.6,0.2,3.2,0,0,0,0
303775,31.64,20,6,2,1.2,0.1,1.13,0,1,4,0
303776,62.69,14,3,9,9.6,0.8,1.24,0,0,2,0
303777,16.37,16,4,8,0.5,4.8,0.69,0,0,2,0
303778,745.81,20,6,2,87.3,25.1,2.75,1,1,7,1
303779,227.93,20,5,3,1.8,3.5,1.44,1,1,1,0
303780,83.44,9,5,8,3.7,0.5,1.26,0,1,1,0
303781,12.06,23,2,7,18.4,3.5,0.49,0,0,2,0
303782,5.25,22,2,2,6.6,8.1,1.13,0,0,4,0
303783,27.16,14,4,1,2.5,0.9,0.77,0,0,3,0
303784,38.34,18,5,7,7.7,5.2,1.06,0,1,1,0
303785,67.05,12,0,5,2.3,6.1,0.99,0,0,1,0
303786,41.04,10,3,3,2.4,5.4,2.4,0,0,2,0
303787,41.76,22,6,10,2.2,0.9,0.57,0,1,2,0
303788,31.2,15,1,8,8.4,2.8,2.32,0,0,5,0
303789,77.41,14,3,4,8.9,1.3,0.53,0,0,0,0
303790,28.24,12,3,9,1.5,1.2,0.74,0,0,2,0
303791,15.6,23,6,4,12.3,1.2,1.5,0,1,2,0
303792,5.71,12,5,1,5.9,2.0,1.27,0,1,1,0
303793,11.17,18,5,5,2.1,0.2,1.14,0,1,1,0
303794,97.95,15,5,10,1.7,8.1,0.75,0,1,0,0
303795,42.16,21,1,2,0.6,15.4,1.02,0,0,2,0
303796,7.22,10,0,4,0.2,10.5,1.09,0,0,2,0
303797,44.17,11,5,1,0.1,1.2,1.48,0,1,1,0
303798,23.02,16,0,7,0.6,4.5,1.25,0,0,4,0
303799,114.54,7,1,7,0.0,5.5,1.53,0,0,1,0
303800,53.35,9,4,1,19.1,15.5,0.78,0,0,1,0
303801,7.65,19,5,2,1.5,0.3,1.76,0,1,1,0
303802,24.05,1,2,7,33.4,23.7,5.86,0,0,6,1
303803,45.32,18,5,2,1.0,1.7,0.71,0,1,1,0
303804,28.21,20,0,6,6.6,1.7,0.59,1,0,2,0
303805,4.13,21,4,6,10.1,2.7,1.97,0,0,4,0
303806,69.02,17,1,10,1.5,3.4,1.11,0,0,0,0
303807,71.11,10,4,3,8.0,2.7,1.14,0,0,2,0
303808,12.21,14,6,1,5.8,2.2,0.7,0,1,0,0
303809,60.09,10,1,8,3.9,0.0,0.51,0,0,1,0
303810,27.26,22,6,8,13.5,0.9,0.97,0,1,5,0
303811,17.44,14,4,7,10.9,0.9,4.1,0,0,1,0
303812,17.38,17,3,7,5.0,6.2,0.66,0,0,3,0
303813,21.24,17,1,1,3.0,0.6,0.83,0,0,3,0
303814,5.88,16,1,8,15.1,1.7,0.52,1,0,1,0
303815,61.54,21,4,5,8.1,1.9,0.52,0,0,2,0
303816,8.5,20,1,8,0.7,5.7,0.9,0,0,1,0
303817,86.26,12,1,7,3.0,0.7,1.08,0,0,2,0
303818,35.95,9,4,3,6.9,7.7,0.38,0,0,1,0
303819,53.04,16,1,7,3.5,2.4,0.38,0,0,0,0
303820,56.88,18,5,5,6.3,0.9,0.48,0,1,1,0
303821,65.95,10,2,1,5.3,4.5,0.7,0,0,2,0
303822,69.96,5,6,3,8.4,0.5,1.8,0,1,3,0
303823,65.08,18,4,2,20.0,0.5,1.76,0,0,1,0
303824,23.48,14,2,1,14.7,2.2,1.65,0,0,1,0
303825,29.82,0,4,7,0.2,2.4,1.36,0,0,4,0
303826,36.33,14,1,8,2.7,3.4,0.87,0,0,4,0
303827,61.87,11,3,8,2.7,1.5,0.79,0,0,1,0
303828,11.32,15,1,5,4.9,0.0,1.04,0,0,3,0
303829,61.6,10,3,9,1.4,2.4,0.96,0,0,2,0
303830,126.99,20,2,8,23.6,11.4,3.56,0,0,11,1
303831,10.81,10,1,8,1.5,0.6,1.79,0,0,3,0
303832,2.26,1,0,9,5.6,1.6,1.14,0,0,3,0
303833,444.84,11,0,10,0.5,1.2,0.72,0,0,1,0
303834,35.47,0,0,8,1.7,1.2,0.83,1,0,5,0
303835,222.39,17,3,4,3.3,4.2,0.75,0,0,5,0
303836,83.29,17,5,6,18.7,8.7,0.49,0,1,2,0
303837,32.75,18,1,3,1.8,1.8,0.41,0,0,2,0
303838,45.93,22,4,1,4.0,2.5,1.29,0,0,0,0
303839,17.43,9,1,1,8.5,0.6,0.26,0,0,1,0
303840,31.6,22,5,7,10.0,2.1,0.38,0,1,2,0
303841,35.31,11,6,3,0.0,1.5,0.41,0,1,2,0
303842,45.58,15,4,9,0.1,7.0,1.53,0,0,2,0
303843,20.88,10,0,2,5.3,6.7,0.44,0,0,1,0
303844,28.98,16,5,3,0.8,4.9,1.59,0,1,2,0
303845,9.75,14,2,2,3.1,0.6,0.73,0,0,1,0
303846,39.22,11,4,3,0.5,0.9,0.75,0,0,4,0
303847,80.57,13,3,8,0.9,2.6,0.78,0,0,2,0
303848,10.86,8,5,6,13.0,1.6,1.05,0,1,1,0
303849,15.97,14,0,2,1.9,3.5,1.73,0,0,2,0
303850,74.73,19,2,4,14.4,0.5,0.62,0,0,1,0
303851,66.53,21,6,10,0.7,0.6,1.94,0,1,1,0
303852,25.84,18,2,10,5.2,7.5,0.79,0,0,1,0
303853,59.32,22,1,8,4.4,10.6,0.32,0,0,2,0
303854,11.04,17,4,4,0.4,4.6,0.79,0,0,3,0
303855,52.41,14,0,5,0.3,0.3,1.32,0,0,2,0
303856,41.23,8,4,5,3.7,2.3,0.74,0,0,1,0
303857,43.33,9,0,2,7.2,1.6,1.46,0,0,2,0
303858,45.78,14,5,6,10.2,1.8,0.86,0,1,2,0
303859,25.2,12,4,4,1.3,4.4,0.9,0,0,2,0
303860,39.56,7,5,3,6.9,5.0,1.03,0,1,1,0
303861,59.86,14,5,6,1.2,6.3,1.0,0,1,2,0
303862,19.99,16,4,7,2.5,4.0,3.67,1,0,1,0
303863,29.82,19,6,8,3.7,4.5,2.17,0,1,4,0
303864,34.43,17,1,9,2.5,1.5,0.91,0,0,2,0
303865,38.54,11,6,1,2.4,0.1,0.62,0,1,4,0
303866,192.33,12,3,6,0.5,1.4,0.8,0,0,2,0
303867,5.48,7,1,10,0.3,4.1,0.61,0,0,3,0
303868,35.57,4,3,4,5.3,2.2,2.93,0,0,3,0
303869,157.79,20,2,6,7.9,0.2,0.7,0,0,1,0
303870,12.86,12,5,10,3.6,3.1,2.03,0,1,2,0
303871,61.27,8,4,1,5.5,0.7,0.74,0,0,2,0
303872,12.53,18,2,8,3.8,4.7,0.5,0,0,2,0
303873,66.38,17,3,1,3.5,1.9,0.99,0,0,3,0
303874,24.87,1,3,8,1.5,3.7,1.13,0,0,5,0
303875,52.23,22,5,7,2.2,2.2,1.09,0,1,3,0
303876,106.88,19,2,6,16.8,0.5,1.67,0,0,2,0
303877,56.93,19,1,4,25.4,0.3,0.45,0,0,2,0
303878,12.98,16,1,3,4.7,2.6,0.99,0,0,2,0
303879,38.43,10,5,4,4.5,7.6,2.3,0,1,1,0
303880,35.09,17,6,2,1.4,3.1,1.78,0,1,1,0
303881,13.65,12,6,7,10.4,2.0,1.14,0,1,1,0
303882,5.15,19,1,5,0.2,0.1,0.86,0,0,2,0
303883,114.07,11,2,4,9.9,0.0,2.17,0,0,3,0
303884,129.44,13,0,3,4.7,0.7,1.36,0,0,3,0
303885,26.42,17,3,6,3.8,2.2,0.43,0,0,4,0
303886,51.05,18,3,4,4.5,0.6,0.6,0,0,0,0
303887,6.33,12,1,7,0.9,4.9,0.73,0,0,3,0
303888,73.87,8,1,9,1.5,5.0,2.26,0,0,4,0
303889,38.51,8,2,9,15.4,4.0,1.43,0,0,0,0
303890,6.53,19,0,10,7.3,2.8,0.81,0,0,4,0
303891,176.31,15,6,5,3.3,0.1,2.04,0,1,0,0
303892,1.64,17,3,5,2.2,4.4,0.83,0,0,1,0
303893,46.03,9,6,8,7.9,0.6,1.22,0,1,1,0
303894,15.44,17,5,2,0.3,7.4,0.8,0,1,3,0
303895,19.29,14,2,1,1.9,2.8,1.11,0,0,1,0
303896,23.39,9,0,1,3.6,3.0,0.66,0,0,1,0
303897,5.89,15,2,9,1.8,5.9,0.72,0,0,2,0
303898,23.0,14,5,2,4.0,2.8,1.44,0,1,2,0
303899,21.25,14,6,7,8.1,0.7,0.46,0,1,4,0
303900,19.89,12,1,5,13.1,1.0,0.39,0,0,1,0
303901,69.98,13,4,7,2.9,0.3,1.17,0,0,4,0
303902,17.27,21,3,5,7.8,0.3,0.68,0,0,1,0
303903,10.44,17,5,3,7.5,4.6,1.01,0,1,4,0
303904,31.93,11,4,2,3.4,1.1,1.39,0,0,2,0
303905,5.66,11,3,3,0.2,1.4,1.16,0,0,2,0
303906,21.53,7,3,1,3.1,0.8,0.93,0,0,2,0
303907,32.27,12,3,4,8.0,5.5,0.91,0,0,1,0
303908,17.52,14,6,2,1.3,1.8,0.88,0,1,1,0
303909,32.82,16,1,6,6.0,3.7,0.62,0,0,3,0
303910,35.64,16,3,7,0.8,0.1,1.62,0,0,1,0
303911,17.15,19,3,8,7.8,1.7,1.9,0,0,4,0
303912,6.58,9,2,8,17.8,5.5,2.22,0,0,4,0
303913,20.38,12,1,4,2.4,0.4,1.59,0,0,2,0
303914,16.88,21,0,9,17.2,7.9,2.26,0,0,4,0
303915,25.2,19,6,1,2.3,0.9,0.26,0,1,2,0
303916,41.46,12,4,6,5.9,0.0,1.59,0,0,2,0
303917,60.33,22,6,8,2.7,4.7,0.95,0,1,1,0
303918,26.6,10,5,4,4.0,7.6,2.06,0,1,2,0
303919,26.79,9,5,10,3.8,3.0,1.35,0,1,0,0
303920,46.43,15,6,5,1.9,4.7,0.97,0,1,2,0
303921,48.77,22,6,9,3.3,0.3,1.83,0,1,5,0
303922,13.81,2,2,4,1.0,0.1,0.85,0,0,0,0
303923,81.76,16,1,7,0.0,1.7,0.36,0,0,2,0
303924,138.98,18,2,10,9.3,8.9,0.69,0,0,2,0
303925,79.84,18,4,8,0.2,3.7,0.46,0,0,1,0
303926,16.34,17,4,8,1.0,1.6,0.92,0,0,2,0
303927,32.68,23,6,10,2.3,7.5,1.96,0,1,2,0
303928,87.96,11,2,9,2.0,0.5,1.09,0,0,1,0
303929,19.14,8,6,7,4.6,3.8,1.37,0,1,1,0
303930,84.54,20,4,7,5.6,1.7,1.48,0,0,2,0
303931,2.35,20,1,7,3.1,13.9,1.44,1,0,1,0
303932,33.84,10,5,6,0.4,2.1,0.9,0,1,2,0
303933,39.46,16,0,10,14.6,5.5,0.51,0,0,0,0
303934,99.75,14,6,10,9.3,0.7,0.69,0,1,3,0
303935,7.34,13,6,4,1.0,2.4,0.78,1,1,3,0
303936,14.18,19,4,9,0.9,0.1,1.03,1,0,2,0
303937,38.47,4,1,8,4.7,4.9,2.08,0,0,3,0
303938,16.03,10,3,2,11.5,0.3,0.58,0,0,2,0
303939,32.33,14,6,4,4.9,2.1,1.63,0,1,0,0
303940,40.46,23,5,7,20.7,0.4,0.96,0,1,0,0
303941,37.92,14,6,6,7.0,2.9,0.43,0,1,0,0
303942,8.87,12,4,7,2.7,2.0,0.96,1,0,2,0
303943,8.84,21,1,4,5.8,0.1,3.06,0,0,3,0
303944,102.61,7,0,8,1.3,3.3,1.46,0,0,1,0
303945,16.0,17,4,5,1.9,0.4,0.92,0,0,3,0
303946,484.64,17,5,1,2.7,2.1,1.6,0,1,1,0
303947,77.45,19,5,3,18.8,1.2,0.53,0,1,2,0
303948,88.89,14,4,5,0.8,1.9,1.75,0,0,3,0
303949,86.83,9,3,10,2.5,2.6,0.98,0,0,1,0
303950,17.56,10,5,5,4.8,3.3,1.29,0,1,1,0
303951,66.42,14,6,4,4.4,3.4,2.16,0,1,2,0
303952,160.4,14,0,2,4.8,3.8,0.6,0,0,2,0
303953,20.14,17,6,8,2.1,1.8,0.73,0,1,1,0
303954,13.64,8,6,8,5.1,0.7,0.56,0,1,2,0
303955,39.81,7,4,6,1.0,7.6,0.35,0,0,3,0
303956,42.38,17,5,7,0.5,2.6,2.47,0,1,1,0
303957,10.86,12,1,4,0.1,6.0,1.4,1,0,1,0
303958,61.81,18,6,9,9.0,2.0,1.67,0,1,3,0
303959,35.57,11,1,5,2.8,0.9,1.79,0,0,1,0
303960,40.95,18,3,2,7.0,6.1,1.75,0,0,0,0
303961,16.46,19,5,6,3.1,2.1,0.61,0,1,0,0
303962,229.5,15,3,3,3.6,1.9,0.73,0,0,1,0
303963,91.46,13,2,9,5.6,2.8,0.82,0,0,0,0
303964,4.81,22,4,1,16.1,4.4,1.62,0,0,2,0
303965,18.79,21,4,8,3.5,3.6,2.82,0,0,2,0
303966,23.06,14,2,1,1.9,6.1,1.09,0,0,2,0
303967,16.91,11,2,6,4.5,6.5,0.7,0,0,2,0
303968,117.33,0,1,10,9.3,2.0,1.63,0,0,2,0
303969,64.67,16,5,7,1.3,0.3,1.06,0,1,2,0
303970,51.42,11,4,10,1.2,1.9,0.61,0,0,2,0
303971,14.07,20,0,4,17.9,2.8,1.05,0,0,2,0
303972,7.11,22,0,5,13.1,3.6,1.39,0,0,5,0
303973,83.45,12,5,4,1.9,0.5,0.69,0,1,1,0
303974,17.41,15,0,1,1.2,2.2,0.87,0,0,4,0
303975,18.22,12,3,3,1.7,4.3,1.06,0,0,2,0
303976,16.92,14,2,6,6.9,3.1,1.02,0,0,1,0
303977,110.65,10,6,4,10.4,0.7,2.26,0,1,2,0
303978,103.27,9,0,10,4.5,0.5,1.22,0,0,2,0
303979,14.2,13,1,8,0.7,0.1,1.87,0,0,5,0
303980,23.96,12,3,9,3.0,1.6,0.59,0,0,4,0
303981,38.12,7,6,7,3.9,0.2,1.29,0,1,3,0
303982,5.62,12,6,9,2.9,3.2,0.76,0,1,2,0
303983,4.34,18,2,4,2.2,13.4,2.0,0,0,1,0
303984,36.36,20,3,9,9.1,0.1,0.88,0,0,0,0
303985,131.58,9,3,9,24.3,0.8,2.54,0,0,7,1
303986,45.41,11,4,1,0.1,2.8,0.44,0,0,1,0
303987,33.83,17,0,6,7.2,1.8,0.61,0,0,3,0
303988,48.32,8,5,5,3.5,4.8,0.86,0,1,4,0
303989,37.78,12,6,2,1.0,0.7,1.17,0,1,1,0
303990,19.46,15,0,2,1.7,0.0,0.46,0,0,2,0
303991,27.87,5,4,7,1.3,1.1,1.87,0,0,5,0
303992,29.37,23,3,5,1.1,5.6,0.92,0,0,4,0
303993,72.74,0,5,4,0.1,4.0,2.6,0,1,2,0
303994,29.7,20,1,10,0.7,10.2,1.38,0,0,3,0
303995,165.02,14,6,7,8.3,1.9,0.53,0,1,1,0
303996,83.59,17,5,7,3.5,5.1,0.56,0,1,0,0
303997,29.72,13,5,7,1.0,2.5,0.77,0,1,4,0
303998,26.87,11,2,2,2.3,0.1,0.45,0,0,1,0
303999,26.24,11,5,9,9.2,1.1,0.75,0,1,0,0
304000,8.31,14,4,6,12.1,1.5,0.93,0,0,1,0
304001,21.79,12,5,1,0.4,2.8,2.07,0,1,1,0
304002,13.79,14,1,7,10.2,10.0,0.8,0,0,0,0
304003,23.51,15,0,10,0.2,0.7,1.57,0,0,3,0
304004,94.34,10,4,6,8.6,2.6,0.52,0,0,2,0
304005,68.31,10,3,8,11.9,5.9,1.84,0,0,3,0
304006,24.81,19,0,5,1.8,5.6,0.67,0,0,0,0
304007,48.29,8,5,3,2.1,0.2,0.6,0,1,1,0
304008,6.05,19,4,3,1.3,3.9,1.3,0,0,0,0
304009,337.31,13,4,7,1.6,0.6,1.35,0,0,3,0
304010,323.84,11,1,2,0.6,0.4,0.69,0,0,2,0
304011,9.5,18,2,6,3.9,0.5,2.8,0,0,3,0
304012,79.83,12,1,3,1.6,0.6,3.17,0,0,1,0
304013,30.21,11,1,2,8.1,1.9,1.32,0,0,2,0
304014,21.14,10,1,7,2.9,0.2,0.6,0,0,2,0
304015,78.84,14,3,8,1.9,0.3,2.05,0,0,5,0
304016,13.75,17,6,1,7.2,0.2,0.66,0,1,4,0
304017,84.85,17,1,7,3.0,0.4,1.27,0,0,1,0
304018,9.32,11,5,6,7.6,0.3,0.92,0,1,0,0
304019,144.72,11,0,7,13.1,0.6,2.3,0,0,0,0
304020,44.57,10,6,1,6.9,2.0,2.25,0,1,4,0
304021,52.54,10,2,6,0.2,6.3,2.42,0,0,4,0
304022,34.2,17,6,6,0.4,3.9,0.42,0,1,2,0
304023,31.17,12,6,8,1.7,2.6,1.1,0,1,2,0
304024,66.24,12,3,5,1.6,1.0,1.13,1,0,1,0
304025,13.26,8,1,6,3.3,4.1,1.38,0,0,2,0
304026,53.89,11,4,10,1.2,1.1,1.73,0,0,1,0
304027,46.38,21,6,8,26.8,3.3,2.2,0,1,5,0
304028,35.26,14,3,8,13.4,0.2,1.05,0,0,2,0
304029,35.5,13,1,6,5.5,0.4,1.14,0,0,2,0
304030,48.4,15,1,7,4.7,2.3,1.26,0,0,4,0
304031,7.82,1,1,1,16.8,1.3,0.79,0,0,0,0
304032,21.73,16,6,7,5.6,0.1,1.4,0,1,3,0
304033,28.08,9,6,9,1.2,0.6,1.06,0,1,3,0
304034,56.7,11,0,1,25.6,4.0,1.01,0,0,3,0
304035,3.45,14,6,5,2.5,19.0,1.95,0,1,9,0
304036,56.72,19,5,2,11.4,2.9,0.46,0,1,3,0
304037,70.91,18,2,9,23.8,0.1,1.85,0,0,3,0
304038,78.9,14,5,2,4.4,6.6,0.67,0,1,3,0
304039,57.91,12,5,9,1.6,1.4,0.84,0,1,0,0
304040,76.1,8,6,4,0.5,3.2,0.98,0,1,2,0
304041,119.3,15,5,8,1.5,4.2,0.83,0,1,2,0
304042,23.67,15,6,7,3.2,1.2,0.57,0,1,0,0
304043,64.05,7,2,5,0.9,1.3,0.81,0,0,3,0
304044,29.59,22,4,2,6.1,0.2,0.91,1,0,0,0
304045,15.75,12,5,7,9.0,4.0,0.68,0,1,2,0
304046,4.37,14,6,4,7.5,0.3,0.68,0,1,2,0
304047,23.23,14,4,9,1.6,7.2,3.73,0,0,0,0
304048,34.47,16,2,7,1.0,0.8,1.58,0,0,6,0
304049,14.1,11,3,5,6.2,2.2,2.12,0,0,5,0
304050,14.37,9,3,10,2.9,0.0,0.72,0,0,0,0
304051,140.05,11,4,3,1.5,2.9,1.04,0,0,2,0
304052,222.52,8,5,1,14.2,1.7,0.76,0,1,0,0
304053,24.56,13,5,1,0.4,0.8,0.8,0,1,1,0
304054,87.4,15,5,10,5.7,3.0,0.53,0,1,2,0
304055,28.24,9,2,4,2.2,3.3,2.13,0,0,4,0
304056,35.01,17,1,5,1.6,0.1,1.43,0,0,1,0
304057,120.69,12,0,3,8.9,0.8,0.71,0,0,2,0
304058,26.09,18,2,4,0.1,1.6,0.6,1,0,1,0
304059,19.59,21,4,1,2.8,2.0,0.58,0,0,2,0
304060,130.39,10,4,6,0.7,2.8,1.42,0,0,0,0
304061,29.44,8,3,8,4.2,6.4,0.99,0,0,1,0
304062,9.44,12,5,8,1.7,9.2,1.32,0,1,3,0
304063,14.14,20,4,9,2.1,5.4,0.88,0,0,0,0
304064,148.53,13,5,10,7.0,1.7,0.87,0,1,3,0
304065,31.35,9,6,1,11.0,5.0,0.98,0,1,1,0
304066,46.87,22,5,4,3.3,11.4,1.94,0,1,2,0
304067,64.23,21,3,5,0.4,0.4,1.68,0,0,0,0
304068,8.75,8,0,8,0.0,1.4,0.76,1,0,1,0
304069,44.04,16,1,9,0.2,3.6,1.52,0,0,0,0
304070,22.78,12,0,10,3.3,0.7,1.21,0,0,0,0
304071,103.54,15,1,8,1.6,11.6,1.86,0,0,1,0
304072,29.9,16,5,4,8.5,0.5,1.18,0,1,3,0
304073,12.67,17,6,10,1.3,0.9,1.3,0,1,1,0
304074,23.23,16,0,9,4.0,2.1,0.63,0,0,2,0
304075,107.23,10,6,9,4.8,1.8,0.96,0,1,4,0
304076,37.02,14,4,5,1.7,3.3,4.21,0,0,3,0
304077,18.05,12,3,8,2.7,6.6,0.51,0,0,3,0
304078,44.48,13,3,8,2.9,1.2,0.55,0,0,1,0
304079,276.37,18,6,3,27.0,8.7,2.74,1,1,6,0
304080,15.86,20,2,4,0.8,1.1,1.01,1,0,3,0
304081,25.09,8,1,2,2.5,1.0,0.53,0,0,2,0
304082,20.87,12,2,2,2.8,0.8,1.36,0,0,3,0
304083,61.52,12,1,8,15.1,1.6,0.39,1,0,1,0
304084,48.58,18,4,6,4.2,0.4,0.82,0,0,1,0
304085,42.33,11,4,3,5.0,0.1,0.96,0,0,4,0
304086,26.65,19,6,7,0.3,6.0,0.94,0,1,3,0
304087,35.2,19,2,7,6.5,4.7,0.96,0,0,3,0
304088,26.26,8,1,9,16.1,3.5,0.95,0,0,1,0
304089,17.94,11,5,8,0.7,0.9,1.69,0,1,1,0
304090,36.41,7,2,2,6.0,2.9,0.78,0,0,3,0
304091,34.32,14,4,8,8.8,2.4,1.07,0,0,3,0
304092,24.96,7,4,1,4.5,1.0,1.24,0,0,2,0
304093,129.51,5,4,2,7.9,10.9,1.83,0,0,6,1
304094,84.45,15,2,7,2.8,4.2,1.1,0,0,1,0
304095,43.75,20,5,9,4.5,2.3,0.71,1,1,3,0
304096,15.66,17,0,5,8.1,10.7,0.81,1,0,2,0
304097,26.15,13,2,1,6.7,1.7,0.85,0,0,2,0
304098,78.86,19,0,5,4.6,7.6,1.04,0,0,0,0
304099,16.96,21,4,1,5.7,4.0,1.79,0,0,2,0
304100,26.46,19,6,6,2.2,0.2,0.74,0,1,3,0
304101,8.2,10,2,9,1.1,0.1,1.2,0,0,4,0
304102,83.77,21,5,2,3.4,5.8,1.11,0,1,1,0
304103,7.09,12,3,1,3.7,1.2,1.05,0,0,3,0
304104,31.18,11,4,1,7.4,0.6,1.41,0,0,3,0
304105,12.81,11,2,2,4.1,8.3,0.74,0,0,1,0
304106,189.1,20,4,1,6.9,2.8,1.29,0,0,5,0
304107,21.68,20,4,5,0.3,1.0,0.72,0,0,2,0
304108,488.62,17,6,1,7.5,2.5,6.73,1,1,2,1
304109,20.24,21,0,4,4.5,2.8,1.06,0,0,3,0
304110,135.53,13,0,9,1.8,0.5,0.78,0,0,1,0
304111,27.13,17,4,9,5.7,0.1,0.22,0,0,2,0
304112,17.26,22,1,3,2.0,1.0,0.89,0,0,0,0
304113,13.74,8,5,1,3.3,0.6,0.93,0,1,1,0
304114,25.27,7,0,2,4.4,2.4,0.5,0,0,1,0
